구분,지원,선발,선발취소,연기,입영,귀가,실입영
서울,"2,259",987,24,11,952,44,908
부산,"2,656","1,152",19,18,"1,115",61,"1,054"
대구/경북,"1,717",812,25,11,776,50,726
경인,"1,891",825,18,8,799,35,764
광주/전남,"1,181",610,15,9,586,42,544
대전/충남,"1,149",528,14,12,502,35,467
강원,195,96,3,0,93,4,89
충북,437,230,2,3,225,12,213
전북,541,262,7,2,253,13,240
경남,"3,740","1,752",26,12,"1,714",90,"1,624"
제주,264,146,2,0,144,11,133
인천,"1,466",666,12,12,642,44,598
경기/북부,877,367,6,0,361,23,338
강원/영동,167,75,1,1,73,7,66
