Macrotrends Data Download

South Korea Military Spending/Defense Budget 1960-2024


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, , , 
date, Billions of US $, % of GDP, 
1960-12-31,0.2756435643564,7.1575
1961-12-31,0.1570613500865,6.7261
1962-12-31,0.1861538461538,6.8672
1963-12-31,0.1853846153846,4.8239
1964-12-31,0.1374814703971,4.1344
1965-12-31,0.1321316361425,4.4105
1966-12-31,0.1769017863395,4.6889
1967-12-31,0.2181008956923,4.6851
1968-12-31,0.2786965244266,4.7306
1969-12-31,0.3470282238054,4.6944
1970-12-31,0.3864037403882,4.4033
1971-12-31,0.4608998493434,4.735
1972-12-31,0.5319500934094,5.0101
1973-12-31,0.5447853746466,4.0347
1974-12-31,0.8529638640005,4.5414
1975-12-31,1.0309917355372,4.8787
1976-12-31,1.7086776859504,5.9082
1977-12-31,2.2376033057851,6.0349
1978-12-31,3.1900826446281,6.3715
1979-12-31,3.5433884297521,5.5259
1980-12-31,3.9806924890358,6.3988
1981-12-31,4.4638399595905,6.4159
1982-12-31,4.6465248863332,6.2409
1983-12-31,4.7141597529095,5.7268
1984-12-31,4.7594469314223,5.2545
1985-12-31,4.8837957748098,5.2255
1986-12-31,5.3252920742319,4.9483
1987-12-31,6.0408453050025,4.4686
1988-12-31,7.7323956755456,4.2812
1989-12-31,9.4689748844303,4.2902
1990-12-31,10.110714871059,4.0023
1991-12-31,10.956524347756,3.7111
1992-12-31,11.614665196099,3.6903
1993-12-31,12.377424872706,3.4179
1994-12-31,13.519265762727,3.1928
1995-12-31,16.08509567948,2.8923
1996-12-31,16.408665266958,2.7435
1997-12-31,14.848484529938,2.6634
1998-12-31,10.457957529398,2.7944
1999-12-31,12.095186823909,2.4926
2000-12-31,13.801107024121,2.4573
2001-12-31,12.941850827659,2.4279
2002-12-31,14.10170331471,2.3155
2003-12-31,15.847047272178,2.3287
2004-12-31,17.829864142772,2.3311
2005-12-31,22.159512557122,2.4673
2006-12-31,25.177237741034,2.4884
2007-12-31,27.726129585249,2.4696
2008-12-31,26.07241050769,2.4894
2009-12-31,24.575661939182,2.6035
2010-12-31,28.175181218968,2.4627
2011-12-31,30.991707946476,2.473
2012-12-31,31.951760810319,2.4993
2013-12-31,34.311220715166,2.503
2014-12-31,37.552298953823,2.5299
2015-12-31,36.570769322574,2.495
2016-12-31,36.885283430023,2.4596
2017-12-31,39.170682135622,2.4215
2018-12-31,43.069973342875,2.4968
2019-12-31,44.102240752179,2.6713
2020-12-31,46.117096574582,2.8033
2021-12-31,50.873788105292,2.809
2022-12-31,46.365420707416,2.7177
